child,parent1,parent2
Lullu,Vaelet,Prunelia
Lullu,Robinquill Terra,Loupmoon Cryst
Lullu,Verdash,Celesdir
Lullu,Fenglope,Tarantriss
Lullu,Loupmoon,Caprity Noct
Lullu,Katress Ignis,Dazzi Noct
Lullu,Surfent,Smokie
Lullu,Azurobe,Foxparks Cryst
Lullu,Herbil,Starryon
Lullu,Herbil,Pyrin
Lullu,Jellroy,Sweepa
Lullu,Jelliette,Nitewing
Lullu,Munchill,Kingpaca
Lullu,Pengullet Lux,Azurobe
Lullu,Finsider,Grintale
Lullu,Fuack Ignis,Penking
Lullu,Finsider Ignis,Surfent Terra
Lullu,Killamari Primo,Surfent
Lullu,Turtacle,Nitemary
Lullu,Turtacle,Katress
Lullu,Turtacle Terra,Rayhound
Lullu,Turtacle Terra,Polapup
Lullu,Dumud Gild,Loupmoon
Lullu,Celaray Lux,Fenglope
Lullu,Croajiro Noct,Gorirat
Lullu,Polapup,Direhowl
Lullu,Frostplume,Rooby
Lullu,Frostplume,Maraith
Lullu,Frostplume,Wixen Noct
Lullu,Icelyn,Ribbuny Botan
Lullu,Icelyn,Mimog
Lullu,Ghangler,Flopie
Lullu,Ghangler Ignis,Foxparks Cryst
Lullu,Ghangler Ignis,Swee
Lullu,Penking Lux,Bristla
Lullu,Azurobe Cryst,Fuack
Lullu,Palumba,Pengullet
Lullu,Whalaska,Jolthog Cryst
Lullu,Whalaska Ignis,Depresso
Lullu,Braloha,Lamball
Shroomer,Gumoss,Grizzbolt
Shroomer,Jolthog Cryst,Paladius
Shroomer,Jolthog,Necromus
Shroomer,Penking,Eikthyrdeer
Shroomer,Pengullet,Jetragon
Shroomer,Rooby,Relaxaurus
Shroomer,Tanzee,Helzephyr
Shroomer,Sparkit,Suzaku Aqua
Shroomer,Lifmunk,Blazamut
Shroomer,Gobfin,Quivern
Shroomer,Bristla,Frostallion
Shroomer,Mozzarina,Elphidran Aqua
Shroomer,Tocotoco,Frostallion Noct
Shroomer,Direhowl,Ragnahawk
Shroomer,Celaray,Anubis
Shroomer,Killamari,Astegon
Shroomer,Fuddler,Beakon
Shroomer,Nox,Menasting
Shroomer,Rushoar,Jormuntide
Shroomer,Daedream,Lyleen Noct
Shroomer,Depresso,Shadowbeak
Shroomer,Hoocrates,Suzaku
Shroomer,Galeclaw,Sweepa
Shroomer,Leezpunk Ignis,Mammorest
Shroomer,Leezpunk,Jormuntide Ignis
Shroomer,Leezpunk,Reptyro
Shroomer,Cawgnito,Pyrin
Shroomer,Dumud,Elphidran
Shroomer,Cinnamoth,Loupmoon
Shroomer,Incineram Noct,Broncherry
Shroomer,Incineram,Digtoise
Shroomer,Ribbuny,Cryolinx
Shroomer,Nitewing,Robinquill
Shroomer,Eikthyrdeer Terra,Elphidran
Shroomer,Melpaca,Surfent Terra
Shroomer,Caprity,Grintale
Shroomer,Woolipop,Lyleen
Shroomer,Mossanda Lux,Vaelet
Shroomer,Mossanda,Felbat
Shroomer,Hangyu Cryst,Blazamut
Shroomer,Gobfin Ignis,Warsect
Shroomer,Vanwyrm,Petallia
Shroomer,Flambelle,Suzaku Aqua
Shroomer,Lovander,Azurobe
Shroomer,Maraith,Mammorest Cryst
Shroomer,Dinossom,Vanwyrm Cryst
Shroomer,Dazzi,Reptyro Cryst
Shroomer,Rayhound,Katress
Shroomer,Reindrix,Surfent
Shroomer,Univolt,Foxcicle
Shroomer,Chillet,Bushi
Shroomer,Swee,Orserk
Shroomer,Elizabee,Lunaris
Shroomer,Beegarde,Faleris
Shroomer,Robinquill Terra,Kingpaca Cryst
Shroomer,Wumpo,Fenglope
Shroomer,Verdash,Sibelyx
Shroomer,Wixen,Relaxaurus
Shroomer,Lifmunk,Bellanoir
Shroomer,Lifmunk,Bellanoir Libero
Shroomer,Lifmunk,Blazamut Ryu
Shroomer,Mau Cryst,Bellanoir
Shroomer,Mau Cryst,Bellanoir Libero
Shroomer,Gobfin,Selyne
Shroomer,Gobfin Ignis,Quivern Botan
Shroomer,Hangyu Cryst,Blazamut Ryu
Shroomer,Woolipop,Menasting Terra
Shroomer,Melpaca,Sootseer
Shroomer,Cinnamoth,Yakumo
Shroomer,Arsox,Bushi Noct
Shroomer,Dumud,Sootseer
Shroomer,Cawgnito,Prixter
Shroomer,Robinquill Terra,Xenogard
Shroomer,Sweepa,Gorirat Terra
Shroomer,Foxcicle,Dazemu
Shroomer,Pyrin Noct,Mimog
Shroomer,Tombat,Katress Ignis
Shroomer,Bushi,Croajiro
Shroomer,Elphidran Aqua,Lullu
Shroomer,Kelpsea,Helzephyr Lux
Shroomer,Blazehowl,Shroomer Noct
Shroomer,Mammorest Cryst,Wixen Noct
Shroomer,Jormuntide,Kikit
Shroomer,Jormuntide Ignis,Kikit
Shroomer,Chillet Ignis,Bushi Noct
Shroomer,Shroomer,Shroomer
Shroomer,Flopie,Cryolinx Terra
Shroomer,Kelpsea Ignis,Bastigor
Shroomer,Fuddler,Silvegis
Shroomer,Woolipop,Faleris Aqua
Shroomer,Wixen,Warsect Terra
Shroomer,Beegarde,Starryon
Shroomer,Gorirat,Azurmane
Shroomer,Caprity,Gildane
Shroomer,Dinossom Lux,Omascul
Shroomer,Croajiro,Nyafia
Shroomer,Arsox,Nyafia
Shroomer,Chillet Ignis,Nyafia
Shroomer,Shroomer Noct,Nitemary
Shroomer,Blazehowl,Splatterina
Shroomer,Nitemary,Kitsun Noct
Shroomer,Katress,Kitsun Noct
Shroomer,Univolt,Prunelia
Shroomer,Omascul,Loupmoon Cryst
Shroomer,Vanwyrm Cryst,Celesdir
Shroomer,Incineram Noct,Caprity Noct
Shroomer,Reptyro,Dazzi Noct
Shroomer,Reptyro Cryst,Ribbuny Botan
Shroomer,Helzephyr,Smokie
Shroomer,Cryolinx,Foxparks Cryst
Shroomer,Jelliette,Suzaku
Shroomer,Munchill,Frostallion Noct
Shroomer,Pengullet Lux,Cryolinx
Shroomer,Finsider,Orserk
Shroomer,Fuack Ignis,Astegon
Shroomer,Finsider Ignis,Helzephyr Lux
Shroomer,Killamari Primo,Helzephyr
Shroomer,Gloopie,Faleris Aqua
Shroomer,Gloopie,Pyrin Noct
Shroomer,Turtacle,Elizabee
Shroomer,Turtacle,Braloha
Shroomer,Turtacle Terra,Faleris
Shroomer,Dumud Gild,Incineram Noct
Shroomer,Celaray Lux,Icelyn
Shroomer,Croajiro Noct,Dazemu
Shroomer,Croajiro Noct,Blazehowl Noct
Shroomer,Polapup,Katress Ignis
Shroomer,Frostplume,Petallia
Shroomer,Icelyn,Fenglope Lux
Shroomer,Icelyn,Kitsun
Shroomer,Ghangler,Mozzarina
Shroomer,Ghangler Ignis,Caprity
Shroomer,Penking Lux,Loupmoon
Shroomer,Penking Lux,Yakumo
Shroomer,Palumba,Fenglope
Shroomer,Whalaska,Verdash
Shroomer,Whalaska Ignis,Felbat
Shroomer,Braloha,Gobfin Ignis
Shroomer,Neptilius,Pengullet
Shroomer Noct,Vixy,Blazamut
Shroomer Noct,Gumoss,Beakon
Shroomer Noct,Jolthog Cryst,Frostallion Noct
Shroomer Noct,Jolthog,Jetragon
Shroomer Noct,Penking,Lovander
Shroomer Noct,Rooby,Jormuntide
Shroomer Noct,Rooby,Mammorest
Shroomer Noct,Tanzee,Lyleen Noct
Shroomer Noct,Sparkit,Suzaku
Shroomer Noct,Fuack,Cryolinx
Shroomer Noct,Foxparks,Shadowbeak
Shroomer Noct,Lifmunk,Suzaku Aqua
Shroomer Noct,Gobfin,Faleris
Shroomer Noct,Bristla,Orserk
Shroomer Noct,Mozzarina,Surfent Terra
Shroomer Noct,Tocotoco,Frostallion
Shroomer Noct,Celaray,Incineram
Shroomer Noct,Fuddler,Pyrin Noct
Shroomer Noct,Nox,Relaxaurus
Shroomer Noct,Rushoar,Elizabee
Shroomer Noct,Daedream,Reptyro Cryst
Shroomer Noct,Cremis,Blazamut
Shroomer Noct,Depresso,Paladius
Shroomer Noct,Hoocrates,Necromus
Shroomer Noct,Loupmoon,Grintale
Shroomer Noct,Leezpunk Ignis,Jormuntide Ignis
Shroomer Noct,Leezpunk Ignis,Reptyro
Shroomer Noct,Leezpunk,Warsect
Shroomer Noct,Cawgnito,Ragnahawk
Shroomer Noct,Dumud,Anubis
Shroomer Noct,Arsox,Blazehowl Noct
Shroomer Noct,Incineram Noct,Reindrix
Shroomer Noct,Ribbuny,Astegon
Shroomer Noct,Nitewing,Gorirat
Shroomer Noct,Eikthyrdeer Terra,Surfent
Shroomer Noct,Eikthyrdeer,Elphidran
Shroomer Noct,Melpaca,Anubis
Shroomer Noct,Caprity,Elphidran Aqua
Shroomer Noct,Woolipop,Relaxaurus Lux
Shroomer Noct,Mossanda Lux,Beegarde
Shroomer Noct,Mossanda,Galeclaw
Shroomer Noct,Gobfin Ignis,Pyrin
Shroomer Noct,Vanwyrm Cryst,Broncherry Aqua
Shroomer Noct,Flambelle,Shadowbeak
Shroomer Noct,Flambelle,Suzaku
Shroomer Noct,Tombat,Blazehowl
Shroomer Noct,Maraith,Jormuntide Ignis
Shroomer Noct,Maraith,Jormuntide
Shroomer Noct,Dinossom,Bushi
Shroomer Noct,Lunaris,Quivern
Shroomer Noct,Dazzi,Lyleen
Shroomer Noct,Foxcicle,Katress
Shroomer Noct,Univolt,Petallia
Shroomer Noct,Chillet,Vanwyrm
Shroomer Noct,Sweepa,Vaelet
Shroomer Noct,Robinquill Terra,Wumpo
Shroomer Noct,Robinquill,Kingpaca Cryst
Shroomer Noct,Wumpo Botan,Fenglope
Shroomer Noct,Kelpsea Ignis,Helzephyr
Shroomer Noct,Kelpsea,Grizzbolt
Shroomer Noct,Sibelyx,Felbat
Shroomer Noct,Verdash,Kingpaca
Shroomer Noct,Wixen,Mammorest
Shroomer Noct,Cattiva,Bellanoir
Shroomer Noct,Cattiva,Bellanoir Libero
Shroomer Noct,Penking,Yakumo
Shroomer Noct,Vixy,Blazamut Ryu
Shroomer Noct,Cremis,Bellanoir
Shroomer Noct,Cremis,Bellanoir Libero
Shroomer Noct,Cremis,Blazamut Ryu
Shroomer Noct,Flopie,Helzephyr Lux
Shroomer Noct,Mozzarina,Sootseer
Shroomer Noct,Gobfin Ignis,Prixter
Shroomer Noct,Mossanda,Gorirat Terra
Shroomer Noct,Woolipop,Knocklem
Shroomer Noct,Eikthyrdeer,Sootseer
Shroomer Noct,Arsox,Dogen
Shroomer Noct,Arsox,Dazemu
Shroomer Noct,Leezpunk,Quivern Botan
Shroomer Noct,Leezpunk,Selyne
Shroomer Noct,Galeclaw,Xenogard
Shroomer Noct,Robinquill,Xenogard
Shroomer Noct,Robinquill Terra,Xenovader
Shroomer Noct,Elizabee,Kikit
Shroomer Noct,Grintale,Yakumo
Shroomer Noct,Chillet,Dogen
Shroomer Noct,Rayhound,Shroomer
Shroomer Noct,Dazzi,Menasting Terra
Shroomer Noct,Lunaris,Selyne
Shroomer Noct,Lunaris,Prixter
Shroomer Noct,Dinossom Lux,Bushi Noct
Shroomer Noct,Surfent,Lullu
Shroomer Noct,Surfent Terra,Lullu
Shroomer Noct,Vanwyrm,Croajiro
Shroomer Noct,Verdash,Xenovader
Shroomer Noct,Blazehowl Noct,Chillet Ignis
Shroomer Noct,Blazehowl Noct,Croajiro
Shroomer Noct,Petallia,Dazemu
Shroomer Noct,Warsect,Kikit
Shroomer Noct,Menasting,Mimog
Shroomer Noct,Jormuntide,Wixen Noct
Shroomer Noct,Jormuntide Ignis,Wixen Noct
Shroomer Noct,Gorirat Terra,Xenogard
Shroomer Noct,Chillet Ignis,Dogen
Shroomer Noct,Chillet Ignis,Dazemu
Shroomer Noct,Quivern Botan,Kikit
Shroomer Noct,Croajiro,Dogen
Shroomer Noct,Shroomer Noct,Shroomer Noct
Shroomer Noct,Knocklem,Mimog
Shroomer Noct,Cryolinx Terra,Foxparks Cryst
Shroomer Noct,Swee,Cryolinx Terra
Shroomer Noct,Killamari,Bastigor
Shroomer Noct,Tanzee,Silvegis
Shroomer Noct,Gumoss,Silvegis
Shroomer Noct,Fuddler,Faleris Aqua
Shroomer Noct,Dazzi,Faleris Aqua
Shroomer Noct,Mimog,Xenolord
Shroomer Noct,Woolipop,Xenolord
Shroomer Noct,Woolipop,Warsect Terra
Shroomer Noct,Nox,Warsect Terra
Shroomer Noct,Gobfin Ignis,Starryon
Shroomer Noct,Gobfin,Starryon
Shroomer Noct,Direhowl,Azurmane
Shroomer Noct,Loupmoon,Gildane
Shroomer Noct,Kitsun,Omascul
Shroomer Noct,Tarantriss,Omascul
Shroomer Noct,Dinossom,Nyafia
Shroomer Noct,Dinossom Lux,Nyafia
Shroomer Noct,Foxcicle,Nitemary
Shroomer Noct,Prunelia,Nitemary
Shroomer Noct,Tombat,Nitemary
Shroomer Noct,Rayhound,Splatterina
Shroomer Noct,Shroomer Noct,Splatterina
Shroomer Noct,Shroomer Noct,Kitsun Noct
Shroomer Noct,Splatterina,Kitsun Noct
Shroomer Noct,Shroomer,Kitsun Noct
Shroomer Noct,Blazehowl,Prunelia
Shroomer Noct,Katress,Prunelia
Shroomer Noct,Vanwyrm,Loupmoon Cryst
Shroomer Noct,Bushi Noct,Celesdir
Shroomer Noct,Bushi Noct,Loupmoon Cryst
Shroomer Noct,Nyafia,Celesdir
Shroomer Noct,Bushi,Celesdir
Shroomer Noct,Bushi,Tarantriss
Shroomer Noct,Omascul,Fenglope Lux
Shroomer Noct,Vanwyrm Cryst,Fenglope Lux
Shroomer Noct,Quivern,Dazzi Noct
Shroomer Noct,Selyne,Dazzi Noct
Shroomer Noct,Warsect,Dazzi Noct
Shroomer Noct,Quivern Botan,Dazzi Noct
Shroomer Noct,Menasting,Ribbuny Botan
Shroomer Noct,Lyleen,Ribbuny Botan
Shroomer Noct,Menasting Terra,Ribbuny Botan
Shroomer Noct,Beakon,Smokie
Shroomer Noct,Silvegis,Smokie
Shroomer Noct,Lyleen Noct,Smokie
Shroomer Noct,Astegon,Foxparks Cryst
Shroomer Noct,Herbil,Blazamut
Shroomer Noct,Jellroy,Necromus
Shroomer Noct,Jellroy,Shadowbeak
Shroomer Noct,Jelliette,Paladius
Shroomer Noct,Jelliette,Necromus
Shroomer Noct,Munchill,Cryolinx
Shroomer Noct,Munchill,Frostallion
Shroomer Noct,Pengullet Lux,Astegon
Shroomer Noct,Finsider,Bastigor
Shroomer Noct,Finsider,Cryolinx Terra
Shroomer Noct,Fuack Ignis,Bastigor
Shroomer Noct,Finsider Ignis,Lyleen Noct
Shroomer Noct,Finsider Ignis,Grizzbolt
Shroomer Noct,Killamari Primo,Silvegis
Shroomer Noct,Killamari Primo,Lyleen Noct
Shroomer Noct,Gloopie,Relaxaurus Lux
Shroomer Noct,Gloopie,Knocklem
Shroomer Noct,Gloopie,Xenolord
Shroomer Noct,Gloopie,Menasting
Shroomer Noct,Turtacle,Pyrin
Shroomer Noct,Turtacle,Prixter
Shroomer Noct,Turtacle,Quivern
Shroomer Noct,Turtacle Terra,Azurmane
Shroomer Noct,Turtacle Terra,Mossanda Lux
Shroomer Noct,Dumud Gild,Icelyn
Shroomer Noct,Celaray Lux,Omascul
Shroomer Noct,Croajiro Noct,Katress
Shroomer Noct,Croajiro Noct,Katress Ignis
Shroomer Noct,Polapup,Shroomer
Shroomer Noct,Polapup,Blazehowl
Shroomer Noct,Frostplume,Dinossom Lux
Shroomer Noct,Frostplume,Loupmoon Cryst
Shroomer Noct,Frostplume,Chillet
Shroomer Noct,Icelyn,Broncherry
Shroomer Noct,Icelyn,Caprity Noct
Shroomer Noct,Icelyn,Digtoise
Shroomer Noct,Ghangler,Lovander
Shroomer Noct,Ghangler,Caprity
Shroomer Noct,Ghangler Ignis,Loupmoon
Shroomer Noct,Azurobe Cryst,Fenglope
Shroomer Noct,Palumba,Felbat
Shroomer Noct,Palumba,Robinquill Terra
Shroomer Noct,Whalaska,Robinquill
Shroomer Noct,Whalaska,Felbat
Shroomer Noct,Whalaska Ignis,Galeclaw
Shroomer Noct,Whalaska Ignis,Gorirat Terra
Shroomer Noct,Braloha,Rushoar
Shroomer Noct,Braloha,Kikit
Shroomer Noct,Braloha,Leezpunk
Shroomer Noct,Neptilius,Jolthog
Croajiro Noct,Bushi Noct,Croajiro
Croajiro Noct,Croajiro Noct,Croajiro Noct
Kikit,Vixy,Chillet
Kikit,Gumoss,Felbat
Kikit,Jolthog Cryst,Melpaca
Kikit,Jolthog,Reindrix
Kikit,Pengullet,Dumud
Kikit,Pengullet,Eikthyrdeer Terra
Kikit,Tanzee,Robinquill Terra
Kikit,Sparkit,Broncherry Aqua
Kikit,Fuack,Eikthyrdeer
Kikit,Foxparks,Digtoise
Kikit,Lifmunk,Dinossom
Kikit,Chikipi,Tombat
Kikit,Cattiva,Arsox
Kikit,Lamball,Petallia
Kikit,Gobfin,Wixen
Kikit,Bristla,Caprity
Kikit,Tocotoco,Mozzarina
Kikit,Direhowl,Woolipop
Kikit,Mau Cryst,Dinossom Lux
Kikit,Fuddler,Galeclaw
Kikit,Nox,Beegarde
Kikit,Rushoar,Leezpunk
Kikit,Daedream,Robinquill
Kikit,Cremis,Arsox
Kikit,Depresso,Celaray
Kikit,Teafant,Foxcicle
Kikit,Hoocrates,Broncherry
Kikit,Loupmoon,Swee
Kikit,Leezpunk Ignis,Lunaris
Kikit,Ribbuny,Lovander
Kikit,Hangyu Cryst,Kitsun
Kikit,Hangyu,Kitsun
Kikit,Gobfin Ignis,Maraith
Kikit,Flambelle,Broncherry Aqua
Kikit,Gorirat,Dazzi
Kikit,Kelpsea Ignis,Fenglope
Kikit,Verdash,Kelpsea
Kikit,Cattiva,Chillet Ignis
Kikit,Vixy,Croajiro
Kikit,Cremis,Chillet Ignis
Kikit,Cremis,Croajiro
Kikit,Fuddler,Gorirat Terra
Kikit,Tocotoco,Lullu
Kikit,Gobfin Ignis,Wixen Noct
Kikit,Leezpunk,Kikit
Kikit,Swee,Yakumo
Kikit,Vaelet,Mimog
Kikit,Kikit,Kikit
Kikit,Teafant,Prunelia
Kikit,Mau Cryst,Loupmoon Cryst
Kikit,Lifmunk,Celesdir
Kikit,Hangyu Cryst,Tarantriss
Kikit,Hangyu,Tarantriss
Kikit,Sparkit,Fenglope Lux
Kikit,Hoocrates,Caprity Noct
Kikit,Rushoar,Dazzi Noct
Kikit,Gorirat,Ribbuny Botan
Kikit,Robinquill Terra,Smokie
Kikit,Yakumo,Foxparks Cryst
Kikit,Lovander,Foxparks Cryst
Kikit,Herbil,Loupmoon Cryst
Kikit,Herbil,Chillet
Kikit,Jellroy,Caprity Noct
Kikit,Jellroy,Digtoise
Kikit,Jellroy,Dumud Gild
Kikit,Jelliette,Broncherry
Kikit,Munchill,Mozzarina
Kikit,Pengullet Lux,Lovander
Kikit,Finsider,Loupmoon
Kikit,Finsider Ignis,Verdash
Kikit,Killamari Primo,Robinquill Terra
Kikit,Gloopie,Vaelet
Kikit,Turtacle,Leezpunk Ignis
Kikit,Turtacle Terra,Nox
Kikit,Dumud Gild,Hoocrates
Kikit,Celaray Lux,Hangyu Cryst
Kikit,Celaray Lux,Hangyu
Kikit,Croajiro Noct,Mau
Kikit,Polapup,Chikipi
Sootseer,Penking,Anubis
Sootseer,Penking,Incineram Noct
Sootseer,Gobfin,Blazamut
Sootseer,Mozzarina,Helzephyr
Sootseer,Direhowl,Suzaku Aqua
Sootseer,Celaray,Reptyro Cryst
Sootseer,Celaray,Beakon
Sootseer,Loupmoon,Orserk
Sootseer,Loupmoon,Astegon
Sootseer,Cawgnito,Blazamut
Sootseer,Dumud,Grizzbolt
Sootseer,Dumud,Helzephyr
Sootseer,Arsox,Jormuntide
Sootseer,Arsox,Mammorest
Sootseer,Incineram Noct,Grintale
Sootseer,Incineram,Azurobe
Sootseer,Incineram,Grintale
Sootseer,Nitewing,Blazehowl Noct
Sootseer,Nitewing,Univolt
Sootseer,Eikthyrdeer Terra,Grizzbolt
Sootseer,Eikthyrdeer Terra,Helzephyr
Sootseer,Melpaca,Lyleen Noct
Sootseer,Melpaca,Grizzbolt
Sootseer,Mossanda Lux,Blazehowl
Sootseer,Mossanda Lux,Katress
Sootseer,Mossanda,Blazehowl Noct
Sootseer,Mossanda,Vanwyrm
Sootseer,Vanwyrm Cryst,Wumpo Botan
Sootseer,Vanwyrm Cryst,Kingpaca
Sootseer,Vanwyrm,Kingpaca Cryst
Sootseer,Lovander,Astegon
Sootseer,Tombat,Quivern
Sootseer,Tombat,Warsect
Sootseer,Digtoise,Lyleen
Sootseer,Surfent Terra,Elphidran
Sootseer,Surfent,Elphidran Aqua
Sootseer,Dinossom Lux,Mammorest Cryst
Sootseer,Dinossom Lux,Relaxaurus
Sootseer,Dinossom,Relaxaurus Lux
Sootseer,Dinossom,Relaxaurus
Sootseer,Kitsun,Menasting
Sootseer,Kitsun,Relaxaurus Lux
Sootseer,Rayhound,Quivern
Sootseer,Reindrix,Lyleen Noct
Sootseer,Reindrix,Beakon
Sootseer,Pyrin Noct,Broncherry
Sootseer,Pyrin Noct,Digtoise
Sootseer,Pyrin,Rayhound
Sootseer,Foxcicle,Warsect
Sootseer,Chillet,Mammorest Cryst
Sootseer,Chillet,Mammorest
Sootseer,Sweepa,Univolt
Sootseer,Elizabee,Foxcicle
Sootseer,Beegarde,Suzaku Aqua
Sootseer,Gorirat,Shadowbeak
Sootseer,Gorirat,Suzaku
Sootseer,Robinquill Terra,Jetragon
Sootseer,Robinquill Terra,Frostallion Noct
Sootseer,Robinquill,Necromus
Sootseer,Robinquill,Paladius
Sootseer,Galeclaw,Necromus
Sootseer,Galeclaw,Shadowbeak
Sootseer,Felbat,Jetragon
Sootseer,Felbat,Paladius
Sootseer,Fenglope,Frostallion
Sootseer,Petallia,Jormuntide Ignis
Sootseer,Petallia,Jormuntide
Sootseer,Petallia,Reptyro
Sootseer,Broncherry Aqua,Lyleen
Sootseer,Broncherry Aqua,Menasting
Sootseer,Broncherry,Reptyro Cryst
Sootseer,Elphidran Aqua,Anubis
Sootseer,Vaelet,Suzaku
Sootseer,Verdash,Frostallion Noct
Sootseer,Ragnahawk,Blazehowl
Sootseer,Bushi,Wumpo
Sootseer,Bushi,Sibelyx
Sootseer,Mozzarina,Helzephyr Lux
Sootseer,Gobfin,Bellanoir
Sootseer,Gobfin,Bellanoir Libero
Sootseer,Gobfin,Blazamut Ryu
Sootseer,Gobfin Ignis,Bellanoir
Sootseer,Gobfin Ignis,Bellanoir Libero
Sootseer,Mossanda,Dogen
Sootseer,Eikthyrdeer,Helzephyr Lux
Sootseer,Nitewing,Dogen
Sootseer,Nitewing,Dazemu
Sootseer,Cawgnito,Blazamut Ryu
Sootseer,Sweepa,Katress Ignis
Sootseer,Sweepa,Dazemu
Sootseer,Foxcicle,Quivern Botan
Sootseer,Pyrin,Shroomer Noct
Sootseer,Rayhound,Selyne
Sootseer,Rayhound,Prixter
Sootseer,Kitsun,Knocklem
Sootseer,Dinossom,Knocklem
Sootseer,Surfent Terra,Sootseer
Sootseer,Digtoise,Menasting Terra
Sootseer,Tombat,Quivern Botan
Sootseer,Tombat,Selyne
Sootseer,Vanwyrm,Xenogard
Sootseer,Vanwyrm Cryst,Xenovader
Sootseer,Ragnahawk,Shroomer
Sootseer,Sibelyx,Bushi Noct
Sootseer,Elphidran,Sootseer
Sootseer,Broncherry Aqua,Menasting Terra
Sootseer,Kingpaca Cryst,Bushi Noct
Sootseer,Mammorest,Chillet Ignis
Sootseer,Mammorest,Croajiro
Sootseer,Mammorest Cryst,Croajiro
Sootseer,Helzephyr,Lullu
Sootseer,Astegon,Yakumo
Sootseer,Jormuntide,Chillet Ignis
Sootseer,Faleris,Shroomer
Sootseer,Faleris,Shroomer Noct
Sootseer,Orserk,Yakumo
Sootseer,Shadowbeak,Gorirat Terra
Sootseer,Necromus,Gorirat Terra
Sootseer,Bushi Noct,Xenogard
Sootseer,Helzephyr Lux,Lullu
Sootseer,Shroomer Noct,Prixter
Sootseer,Sootseer,Sootseer
Sootseer,Dogen,Xenogard
Sootseer,Lovander,Cryolinx Terra
Sootseer,Caprity,Bastigor
Sootseer,Caprity,Cryolinx Terra
Sootseer,Eikthyrdeer,Bastigor
Sootseer,Reindrix,Silvegis
Sootseer,Celaray,Silvegis
Sootseer,Digtoise,Faleris Aqua
Sootseer,Broncherry Aqua,Faleris Aqua
Sootseer,Fenglope Lux,Xenolord
Sootseer,Kitsun,Xenolord
Sootseer,Tarantriss,Xenolord
Sootseer,Dinossom,Xenolord
Sootseer,Dinossom,Warsect Terra
Sootseer,Dinossom Lux,Warsect Terra
Sootseer,Shroomer Noct,Starryon
Sootseer,Shroomer,Starryon
Sootseer,Katress,Azurmane
Sootseer,Katress Ignis,Azurmane
Sootseer,Incineram,Gildane
Sootseer,Incineram Noct,Gildane
Sootseer,Kingpaca,Omascul
Sootseer,Xenovader,Omascul
Sootseer,Wumpo,Omascul
Sootseer,Sibelyx,Nyafia
Sootseer,Kingpaca Cryst,Nyafia
Sootseer,Mossanda Lux,Nitemary
Sootseer,Ragnahawk,Nitemary
Sootseer,Faleris,Splatterina
Sootseer,Starryon,Splatterina
Sootseer,Starryon,Kitsun Noct
Sootseer,Pyrin,Splatterina
Sootseer,Pyrin,Kitsun Noct
Sootseer,Prixter,Kitsun Noct
Sootseer,Quivern,Kitsun Noct
Sootseer,Selyne,Prunelia
Sootseer,Warsect,Prunelia
Sootseer,Quivern Botan,Prunelia
Sootseer,Elizabee,Prunelia
Sootseer,Mammorest Cryst,Loupmoon Cryst
Sootseer,Relaxaurus,Celesdir
Sootseer,Relaxaurus,Loupmoon Cryst
Sootseer,Warsect Terra,Celesdir
Sootseer,Warsect Terra,Tarantriss
Sootseer,Relaxaurus Lux,Celesdir
Sootseer,Relaxaurus Lux,Tarantriss
Sootseer,Knocklem,Tarantriss
Sootseer,Knocklem,Fenglope Lux
Sootseer,Menasting,Tarantriss
Sootseer,Menasting,Fenglope Lux
Sootseer,Lyleen,Fenglope Lux
Sootseer,Menasting Terra,Fenglope Lux
Sootseer,Faleris Aqua,Caprity Noct
Sootseer,Pyrin Noct,Caprity Noct
Sootseer,Reptyro Cryst,Caprity Noct
Sootseer,Turtacle Terra,Suzaku Aqua
Sootseer,Dumud Gild,Faleris Aqua
Sootseer,Dumud Gild,Pyrin Noct
Sootseer,Dumud Gild,Reptyro Cryst
Sootseer,Celaray Lux,Relaxaurus Lux
Sootseer,Celaray Lux,Knocklem
Sootseer,Celaray Lux,Xenolord
Sootseer,Celaray Lux,Menasting
Sootseer,Croajiro Noct,Elizabee
Sootseer,Croajiro Noct,Reptyro
Sootseer,Croajiro Noct,Braloha
Sootseer,Polapup,Prixter
Sootseer,Polapup,Quivern
Sootseer,Polapup,Selyne
Sootseer,Polapup,Warsect
Sootseer,Polapup,Quivern Botan
Sootseer,Frostplume,Kingpaca Cryst
Sootseer,Frostplume,Xenogard
Sootseer,Frostplume,Mossanda
Sootseer,Frostplume,Whalaska
Sootseer,Frostplume,Whalaska Ignis
Sootseer,Icelyn,Cinnamoth
Sootseer,Icelyn,Wumpo Botan
Sootseer,Icelyn,Penking Lux
Sootseer,Icelyn,Azurobe Cryst
Sootseer,Ghangler,Anubis
Sootseer,Ghangler,Surfent
Sootseer,Ghangler Ignis,Incineram
Sootseer,Ghangler Ignis,Incineram Noct
Sootseer,Azurobe Cryst,Vanwyrm Cryst
Sootseer,Palumba,Nyafia
Sootseer,Palumba,Bushi
Sootseer,Palumba,Omascul
Sootseer,Whalaska,Bushi Noct
Sootseer,Whalaska,Nyafia
Sootseer,Whalaska,Bushi
Sootseer,Whalaska Ignis,Blazehowl Noct
Sootseer,Whalaska Ignis,Dogen
Sootseer,Whalaska Ignis,Vanwyrm
Sootseer,Braloha,Foxcicle
Sootseer,Braloha,Prunelia
Sootseer,Braloha,Tombat
